plaintext, ciphertext
MXCWZEGUUVNEPFRMUUIDURDESGDPARCJOKUHZDPEHSHXIBQTRNJEVBFGIVHEOSEUBPIRMQYZBFTKREESRYJGPRJDVJXHUUWJILDGDNNOXTTYUTQGIJGH, ITYSVACQQRJALBNIQQEZQNZAOCZLWNYFKGQDVZLADODTEXMPNJFARXBCERDAKOAQXLENIMUVXBPGNAAONUFCLNFZRFTDQQSFEHZCZJJKTPPUQPMCEFCD
PNGZVYRDKGULGX, ECVOKNGSZVJAVM
BYOTJWFJWKPWRVBXNCGJCGXUSAIBCTUZGAWIWXEBBFBZVKCVQAQXGQEPMWKDYBGNKELJSMFERFW, YVLQGTCGTHMTOSYUKZDGZDURPXFYZQRWDXTFTUBYYCYWSHZSNXNUDNBMJTHAVYDKHBIGPJCBOCT
UJFGIVDBZNYWCBEOKPXVF, UJFGIVDBZNYWCBEOKPXVF
CHA, TYR
LAWTTZRHJVPEZKGTKMEKIPIRKDWTOUGRLFFATXADTGLPZKUBYPOMBNJBMESXFCZGYGFWOMMGCXCOSSGOOAGRHBKARDFPRRGNXEOAZPYEVCZGDSC, MBXUUASIKWQFALHULNFLJQJSLEXUPVHSMGGBUYBEUHMQALVCZQPNCOKCNFTYGDAHZHGXPNNHDYDPTTHPPBHSICLBSEGQSSHOYFPBAQZFWDAHETD
OGFJYLPOJDMWAAURUWDVHXRKTPFX, BTSWLYCBWQZJNNHEHJQIUKEXGCSK
RKHIQHOVEUQPELVAGWIXLUELMAKDXZHVHBFHWMENXROUXXJPCQMTIZWPVGPVPIYJILMDVLQYEPFSILZKBEWAAMMYCDMSNZEUIGMCIKJOKJABGBGKVFCOZ, UNKLTKRYHXTSHOYDJZLAOXHOPDNGACKYKEIKZPHQAURXAAMSFTPWLCZSYJSYSLBMLOPGYOTBHSIVLOCNEHZDDPPBFGPVQCHXLJPFLNMRNMDEJEJNYIFRC
INPKXGYEVAMNXLLFSMZFBTPOIOQFSMMEAMLWSWDDMKNCIEUHLKGFSBNRPBYVAQBQINZNYLUDIHHIASBLFZVRSRJIEZNSVYNTM, ZEGBOXPVMRDEOCCWJDQWSKGFZFHWJDDVRDCNJNUUDBETZVLYCBXWJSEIGSPMRHSHZEQEPCLUZYYZRJSCWQMIJIAZVQEJMPEKD
FAICTAFYTSJKBAKBGIODNILYJODEEPUMVUAMLOIXWVYUJRXTLVIM, WRZTKRWPKJABSRBSXZFUEZCPAFUVVGLDMLRDCFZONMPLAIOKCMZD
WROJFGDCZXFBULYXCWLNDMIUDJEKWOWBDVZTZTJTIIBROEYJDYKRBAT, EZWRNOLKHFNJCTGFKETVLUQCLRMSEWEJLDHBHBRBQQJZWMGRLGSZJIB
ZSAFUWMPWMTKDSMNRRCSMBOQAZSMKUJMVWNQTIHUIJDFVEAICSXSPHCIGXSERK, KDLQFHXAHXEVODXYCCNDXMZBLKDXVFUXGHYBETSFTUOQGPLTNDIDASNTRIDPCV
TIPXKQDTCFYCBBGIO, JYFNAGTJSVOSRRWYE
NBWCLYZHCAFHOBTSJSQDJRDQMHTROXKVOQEIARFODZNLNVGZKZSVDPXRRKQ, KYTZIVWEZXCELYQPGPNAGOANJEQOLUHSLNBFXOCLAWKIKSDWHWPSAMUOOHN
BDDZKEKJYB, YAAWHBHGVY
ZGHYMLEDEEQCOUAISIFLYRBTYZHPWSEIDOOJHMAEAQTH, YFGXLKDCDDPBNTZHRHEKXQASXYGOVRDHCNNIGLZDZPSG
BVQSMMHLANTCFFLXBVPBVAEGSNBHSRNFRIW, RLGICCXBQDJSVVBNRLFRLQUWIDRXIHDVHYM
IUYYQPHMKGPXZERQGDKZRCPHSKEWJNVTEPVFUTGSUDNPEEHULRFVLJAYYFFPVTSBYEZXAGDPTEIXLNDDWSJIHVIUZQTHA, COSSKJBGEAJRTYLKAXETLWJBMEYQDHPNYJPZONAMOXHJYYBOFLZPFDUSSZZJPNMVSYTRUAXJNYCRFHXXQMDCBPCOTKNBU
LGTVGTYDIWAKJSFBDDBSRCKWXOCHNFECYIHKDKXQABVCICZGUMZSKESLIAWIQQAOCHMOLKMLSHMUGUXZ, LGTVGTYDIWAKJSFBDDBSRCKWXOCHNFECYIHKDKXQABVCICZGUMZSKESLIAWIQQAOCHMOLKMLSHMUGUXZ
MDULNJOTBPGWHFZKN, NEVMOKPUCQHXIGALO
QQHFJBOJVXMPJRHFNFBPXMBDAXEYVZQUNMJBIIZZJDWXRPSAMIUWXB, TTKIMERMYAPSMUKIQIESAPEGDAHBYCTXQPMELLCCMGZAUSVDPLXZAE
VKRGPDQHLAVGMHOCTRGCDSNC, KZGVESFWAPKVBWDRIGVRSHCR
IWKSTFLKVTWWEUJOXBNOGSSBJAOQQZUUBLTAVTDUSKSFWOUYNHEESRJDJOLPBVWFOFUEDUTLVIKKNPYQG, IWKSTFLKVTWWEUJOXBNOGSSBJAOQQZUUBLTAVTDUSKSFWOUYNHEESRJDJOLPBVWFOFUEDUTLVIKKNPYQG
PGJLEVQTNOCJZUDFSLC, JADFYPKNHIWDTOXZMFW
MQGIFOPIFRTLOMAUDJZCPVWWEXZFFSCFTOJBIYQJPHEOCQHLSV, FJZBYHIBYKMEHFTNWCSVIOPPXQSYYLVYMHCUBRJCIAXHVJAELO
MDPKROMRONXMFDVBYZTSTXFIPLYZCUAYUKOVOOXPNHGHPQJIOXQOZZVTMVKIULAOQOXGPGHWFM, ULXSZWUZWVFUNLDJGHBABFNQXTGHKCIGCSWDWWFXVPOPXYRQWFYWHHDBUDSQCTIWYWFOXOPENU
LZYPOCIPKWAVEFGABAIXPBZYSWJF, KYXONBHOJVZUDEFZAZHWOAYXRVIE
KFUTDYYSECUTXGOJNWCVKFQQLQXJEKDXFSPYCLCPXGTDVUWHA, CXMLVQQKWUMLPYGBFOUNCXIIDIPBWCVPXKHQUDUHPYLVNMOZS
UOOXYDBLRCCYOGFNMZHCAAOAMISGSKFXGCXRFTFMMHPNZOEFCSMDIJHKUFLGXWYGPPPLOCDRWVDNOWGGPVFGJFZCOAUXMSEQCCZHQZIWQROHZTFQQPZWWYHXHQDEQNR, AUUDEJHRXIIEUMLTSFNIGGUGSOYMYQLDMIDXLZLSSNVTFUKLIYSJOPNQALRMDCEMVVVRUIJXCBJTUCMMVBLMPLFIUGADSYKWIIFNWFOCWXUNFZLWWVFCCENDNWJKWTX
XWHPDLAPDPLMVBEGFHLNHWLAFQZCVNTEHUDVLYXVTEOARCBIEGAOCEBN, XWHPDLAPDPLMVBEGFHLNHWLAFQZCVNTEHUDVLYXVTEOARCBIEGAOCEBN
UVOAKAFDUNEZUVHVYULVALWRYBWPTHSXNMMMPQOOCDLFROUXWONUXNVAFZQXFSUFUZRYVURMVNAHUMACMOQIECTUJOQICE, YZSEOEJHYRIDYZLZCYPZEPAVCFATXLWBRQQQTUSSGHPJVSYBASRYBRZEJDUBJWYJYDVCZYVQZRELYQEGQSUMIGXYNSUMGI
GLUZRWKYMMGMZGA, GLUZRWKYMMGMZGA
BNLUYUSRIZPJBVFGQEVRMAZRJTXRYDSLKSSNUNQXTYFHTAMWVKGICUETLADKOIUQITDNSXMFCZSCLNZOKBIDWRM, EQOXBXVULCSMEYIJTHYUPDCUMWAUBGVONVVQXQTAWBIKWDPZYNJLFXHWODGNRLXTLWGQVAPIFCVFOQCRNELGZUP
QGFTMWJHQOXMKVCIYONWAZUHYFIZKHWRZDVOEJJEGECLLSFS, RHGUNXKIRPYNLWDJZPOXBAVIZGJALIXSAEWPFKKFHFDMMTGT
PBLBGUNVTASKGVTZOFTOABULXNMFESJDSEZDHOYEJJBRCBVWVJRLMQUEJKUIAYBHWGJDKHXTRAHLPBPYFLBOYYPUCMOSIZLIMQZFTJCQ, KWGWBPIQOVNFBQOUJAOJVWPGSIHAZNEYNZUYCJTZEEWMXWQRQEMGHLPZEFPDVTWCRBEYFCSOMVCGKWKTAGWJTTKPXHJNDUGDHLUAOEXL
YCCBJGWLMGNDSDMPUILXFCTRVSXXKSTRPAHWUITDOTIIRNRFECVIQJRCCKQDLSCDQOISLEXVQDQLLTDREXJSNKAJBYUAFGEORKNFNLJLXCNOYQMKYEWOFPKCJ, CGGFNKAPQKRHWHQTYMPBJGXVZWBBOWXVTELAYMXHSXMMVRVJIGZMUNVGGOUHPWGHUSMWPIBZUHUPPXHVIBNWROENFCYEJKISVORJRPNPBGRSCUQOCIASJTOGN
WHMYFXUOAUORDSYFFXRJOIKXMOZWGJJSMLA, ITYKRJGAMGADPEKRRJDVAUWJYALISVVEYXM
FZPLFLTEEXCCQDCKN, OIYUOUCNNGLLZMLTW
FRUUISPXLTGVJLRKZAVXMZTGKUARNHQXAWWKNKDYVMETPDSTTTOVCLWRDGQVRFQBFCXSKFOMIUSPCWQGZIRLGPLTONWUHKXHMMQN, QCFFTDAIWERGUWCVKLGIXKERVFLCYSBILHHVYVOJGXPEAODEEEZGNWHCORBGCQBMQNIDVQZXTFDANHBRKTCWRAWEZYHFSVISXXBY
HXSJSDKVRUOWHBOCBVKGVGEYGNQYVUJJJFUAPRBHZVZIQYDCFXOFFZFYNPZIZICVBUZUOKSQ, NDYPYJQBXAUCNHUIHBQMBMKEMTWEBAPPPLAGVXHNFBFOWEJILDULLFLETVFOFOIBHAFAUQYW
DYEUEHGDJLMYRRNGDYOBLZSIOLHULJDJXDVZHLKLWQSNZTMLFLKJNXYXFQA, XSYOYBAXDFGSLLHAXSIVFTMCIFBOFDXDRXPTBFEFQKMHTNGFZFEDHRSRZKU
EPUZVFNLWQOIVWGGGXDDJRQIIJNJKROWVJVVLMWKFERXLXNWPJDYKGSJQKOIO, YJOTPZHFQKICPQAAARXXDLKCCDHDELIQPDPPFGQEZYLRFRHQJDXSEAMDKEICI
CIXRLPJYKBZBLNAPEHQXQSUXBRSMSUTEOLMAQAYSCKGMJRSPCOIEJLVLAHEOJXQISVRMSIDXGJYYMQLLZJGEWSIDPML, FLAUOSMBNECEOQDSHKTATVXAEUVPVXWHROPDTDBVFNJPMUVSFRLHMOYODKHRMATLVYUPVLGAJMBBPTOOCMJHZVLGSPO
ECTBIXMIDOTSMKNGYEMYODOGGZZCLFLSPCBAWGEENYNCKUYBUYHQLUWLTXRIZAMNYAAWEYHBSNFYURLPJJ, BZQYFUJFALQPJHKDVBJVLALDDWWZICIPMZYXTDBBKVKZHRVYRVENIRTIQUOFWXJKVXXTBVEYPKCVROIMGG
HHHQMJDJDMGIA, AAAJFCWCWFZBT
ZJYRITGLIECBAKQBDEDKSHAWKGTXMELLLQWRUNWYUJMXAGIBSKBOPEMHBBSKMLZRFEPEZERMEQWZTLZQLOWKZQWWOBQPAFDCMQDKXAUSPEWJZHDNUJFPIIEKKRHMEOC, SCRKBMZEBXVUTDJUWXWDLATPDZMQFXEEEJPKNGPRNCFQTZBULDUHIXFAUULDFESKYXIXSXKFXJPSMESJEHPDSJPPHUJITYWVFJWDQTNLIXPCSAWGNCYIBBXDDKAFXHV
BFWJGMSTJYXFFEKATZXVEASKOGALUJKOKJCJWLRQUOGIZRZVDMPHPPAXEXIQAZYOWYFKEQBNHGBFNKIBFUEFZXRKMWBYDUSKCDXEGIJPAAGLXDBWWEU, WAREBHNOETSAAZFVOUSQZVNFJBVGPEFJFEXERGMLPJBDUMUQYHKCKKVSZSDLVUTJRTAFZLWICBWAIFDWAPZAUSMFHRWTYPNFXYSZBDEKVVBGSYWRRZP
KWUMGPBIFHDTJWTFEDSLUVPONQZGZOMEWGQITIKZGHKPWLXQSJADXKDNUCMIWPYYRIYHXDWBHG, COMEYHTAXZVLBOLXWVKDMNHGFIRYRGEWOYIALACRYZCHODPIKBSVPCVFMUEAOHQQJAQZPVOTZY
PUYMVF, INRFOY
ELYRJLLAKTUJPKB, RYLEWYYNXGHWCXO
TZMFJDDXQKJODDWNRZXFTLKDKIYZXMJMXEIJIXPABNYXEDYFNJJUWBIDRKIFZJMTUZUPFHTJVGKQDODIVILCBADED, IOBUYSSMFZYDSSLCGOMUIAZSZXNOMBYBMTXYXMEPQCNMTSNUCYYJLQXSGZXUOYBIJOJEUWIYKVZFSDSXKXARQPSTS
PVQOAYUFVOJUALTSNTLXTXTLNIODCUBDKIFDWTBSYPAYMZDOHIFBBPYNFMLTGWDJVXRIXUHZHBPZIOMTYRWIONZTALITSDBHHRJWQRQYVXX, VBWUGEALBUPAGRZYTZRDZDZRTOUJIAHJQOLJCZHYEVGESFJUNOLHHVETLSRZMCJPBDXODANFNHVFOUSZEXCOUTFZGROZYJHNNXPCWXWEBDD
QFDJLHBIZVJYCUNIBNAKCVSIQCWRYGPUTUIUWNCAMOEKAECOBMUXSE, DSQWYUOVMIWLPHAVOANXPIFVDPJELTCHGHVHJAPNZBRXNRPBOZHKFR
MAFIPBKJDSBRELXRDHMVXLQGPSGNTEJDKJOZBMICJH, XLQTAMVUODMCPWICOSXGIWBRADRYEPUOVUZKMXTNUS
TIVVSJLLNZWALXJZTPUWHCYISGIOLPRJOGASSNEOQVQFCKALKCFSJKSRTNI, VKXXULNNPBYCNZLBVRWYJEAKUIKQNRTLQICUUPGQSXSHEMCNMEHULMUTVPK
HBOK, JDQM
HJGOHHQJQXTKXGFVVNZXZMHKVGZHIUHMTVPOCPPEQJZJQKKJTTOAPARYLRIXVFIYQCVGUNECSQMQAWGMDNRDQCZRGVHQJPQQIZZBRUSCPWCTVYGDNSMTR, WYVDWWFYFMIZMVUKKCOMOBWZKVOWXJWBIKEDREETFYOYFZZYIIDPEPGNAGXMKUXNFRKVJCTRHFBFPLVBSCGSFROGVKWFYEFFXOOQGJHRELRIKNVSCHBIG
NWMMHSAYBKTVMEFDAMJGTTOQAEGZGHGVKPZTPFXAOCHANHEHJETNDFUKGTQUGBPFWQDRNUVLCNRCBUQ, IRHHCNVTWFOQHZAYVHEBOOJLVZBUBCBQFKUOKASVJXCVICZCEZOIYAPFBOLPBWKARLYMIPQGXIMXWPL
UAFVRJUHFJTKXTEAICKXSHCVVWFRRBX, AGLBXPANLPZQDZKGOIQDYNIBBCLXXHD
PQUTYSZBIZGHNTAAEKNYDLESGAIUMKYFTXODAWIVDMYNLTDXUJYDILYAPGVLABZYUEX, WXBAFZGIPGNOUAHHLRUFKSLZNHPBTRFMAEVKHDPCKTFUSAKEBQFKPSFHWNCSHIGFBLE
TEUWSZXUATLWQJLDMEABBNSIJAFJBTNLLPNUMJMCDSKVICOFGOCUWOSGPEWFWEFUQGYDXWCORKYONOMOHTNQFSXQLVEWEAXGLPDQRCPBPCVQOTCINOWLPCSWQZLGUY, ITJLHOMJPIALFYASBTPQQCHXYPUYQICAAECJBYBRSHZKXRDUVDRJLDHVETLULTUJFVNSMLRDGZNDCDBDWICFUHMFAKTLTPMVAESFGREQERKFDIRXCDLAERHLFOAVJN
GAUFYPREQDLHPZNPXMIQRBHBNPXLJRJPWRSACYQUMABKMTHXZLA, GAUFYPREQDLHPZNPXMIQRBHBNPXLJRJPWRSACYQUMABKMTHXZLA
DFXZDVPGNLNCPXFSRSPXRFPOBEVBROCDFRQDWFJQDCIYFOLNZOGWTQJZJIXSKVRJFOEYZJWTXGNNBFKVRETRAQZMKEPIOA, FHZBFXRIPNPERZHUTURZTHRQDGXDTQEFHTSFYHLSFEKAHQNPBQIYVSLBLKZUMXTLHQGABLYVZIPPDHMXTGVTCSBOMGRKQC
TJBHSKRNUIZXYJGUKCYXOOVWRWWFNUSRNYXPIJQMYQXNBTFRAFBZTNBPEFHY, GWOUFXEAHVMKLWTHXPLKBBIJEJJSAHFEALKCVWDZLDKAOGSENSOMGAOCRSUL
ALWBJOSIVOXMDUSBJITAGQVAQUFETXGBWLJIBEZBKAFYPLJHSEFFVMJWQODGTTTEJLVADXAV, WHSXFKOERKTIZQOXFEPWCMRWMQBAPTCXSHFEXAVXGWBULHFDOABBRIFSMKZCPPPAFHRWZTWR
NEDELPC, GXWXEIV
JLGHGLSHAZICFTDAJKZNFXZILQPXBL, ACXYXCJYRQZTWKURABQEWOQZCHGOSC
HNOLMRDPWPSIPEPHCKMQAXKQLCEIOYWOPKUDTYMQUEWZAPZ, ZFGDEJVHOHKAHWHZUCEISPCIDUWAGQOGHCMVLQEIMWORSHR
DUEMYFUJKC, ULVDPWLABT
CDBDAFPGEQBGTIQQWDGKTXETBDAJQ, YZXZWBLCAMXCPEMMSZCGPTAPXZWFM
ARBJAAECLESKFNITVQBFQWKWGDZKARZFZQZMRXMKJOHBVJEHQFVYIQLGVDPTBWMUSFQFBOCANZUQAZJZSNGOAROA, GXHPGGKIRKYQLTOZBWHLWCQCMJFQGXFLFWFSXDSQPUNHBPKNWLBEOWRMBJVZHCSAYLWLHUIGTFAWGFPFYTMUGXUG
EREZIPPM, VIVQZGGD
AOYSBVGHYDCZKAQUHBILMZOHASEMFBIQCQJFNIIHEOUDFCORJFOWCCRXBRBTS, DRBVEYJKBGFCNDTXKELOPCRKDVHPIELTFTMIQLLKHRXGIFRUMIRZFFUAEUEWV
DDIRFHXENLWINEQAGDPYQFVEFZSZAJMTEZKSKQOIADSQREGBKQUHZIADOBSZXWJWFZFQMJIQOSEVOHJFMPYCTUANAFKMUOGIVZIOELHGAQGN, WWBKYAQXGEPBGXJTZWIRJYOXYSLSTCFMXSDLDJHBTWLJKXZUDJNASBTWHULSQPCPYSYJFCBJHLXOHACYFIRVMNTGTYDFNHZBOSBHXEAZTJZG
PCRVHKTYBABCMCHYFCITQKXMIULXBZOMGDBHOEPYFJQLDBVXELEOCBNJUUQJYJWWTCIZTULYWFWZYVRCGTYYHYTPJE, ANCGSVEJMLMNXNSJQNTEBVIXTFWIMKZXROMSZPAJQUBWOMGIPWPZNMYUFFBUJUHHENTKEFWJHQHKJGCNREJJSJEAUP
FCIBCDGQQTHVFMHDEGSAFJZCWWGEXLGEIEHOUWN, BYEXYZCMMPDRBIDZACOWBFVYSSCATHCAEADKQSJ
TRZJCGPOMFJWDLPFAHQFYYVAJIJOKNYTOBTWLKRLEDRPDMQPDHZIQBOOEWQRZFRAUBCFKWAGTSRPJYKXZMTZGYJYKWVBPVKBUDESWAXBGUVUROOJB, RPXHAENMKDHUBJNDYFODWWTYHGHMILWRMZRUJIPJCBPNBKONBFXGOZMMCUOPXDPYSZADIUYERQPNHWIVXKRXEWHWIUTZNTIZSBCQUYVZESTSPMMHZ
DHEQFUVVHLLRUBHPJLJUOCZOWYAUHCJPMINWQWKCSTVAGAUSUYZJIOAAUXTLDZUACIWURRGPEWLUEZPBISBGWUNXZOWLQDJ, ZDAMBQRRDHHNQXDLFHFQKYVKSUWQDYFLIEJSMSGYOPRWCWQOQUVFEKWWQTPHZVQWYESQNNCLASHQAVLXEOXCSQJTVKSHMZF
LLOMTAGEIZSLBZXUWJYYPOPVIAJWRTJRNLMIJHYPUGYGFLVFZBTFLXPNCTGERVOKWZTLRHFJAYTGOLR, ZZCAHOUSWNGZPNLIKXMMDCDJWOXKFHXFBZAWXVMDIUMUTZJTNPHTZLDBQHUSFJCYKNHZFVTXOMHUCZF
BWPZGZYVPMODTJFNCAVESGXVUFCYKDHMHPYGBVBKCITAPVVERUASGNG, AVOYFYXUOLNCSIEMBZUDRFWUTEBXJCGLGOXFAUAJBHSZOUUDQTZRFMF
FZWSPASPFDJLZHWCOJZPLWNAGEDZEUIQYVHXSSMNMPAEOGNXSWHLGYTT, WQNJGRJGWUACQYNTFAQGCNERXVUQVLZHPMYOJJDEDGRVFXEOJNYCXPKK
UNLIEZYPZIVWYMZLMSALLQYYZZRGZNVJUAWYFOKDMHEVVGQDYHVFYKECOADGJKMTWFSZELHGKHRLAQBDAKVWEYLB, TMKHDYXOYHUVXLYKLRZKKPXXYYQFYMUITZVXENJCLGDUUFPCXGUEXJDBNZCFIJLSVERYDKGFJGQKZPACZJUVDXKA
SCIKDELJQKURBLNYHLIOAGRJSDWCOJTGSKNYCNYSIWBHQBLWJJMEYYGFWPOIMKALUVBWOJIFWGDMRCMBTPUGCUYCUJGU, VFLNGHOMTNXUEOQBKOLRDJUMVGZFRMWJVNQBFQBVLZEKTEOZMMPHBBJIZSRLPNDOXYEZRMLIZJGPUFPEWSXJFXBFXMJX
HIEPLMDTDZZJZLXUGJIZKNVPVNVPTVTO, YZVGCDUKUQQAQCOLXAZQBEMGMEMGKMKF
EQTUEDXRMVCDVHSWEZEAYPVVUENDHGZJLIBVAXTCWPMUKTPLCRN, ZLOPZYSMHQXYQCNRZUZVTKQQPZIYCBUEGDWQVSOXRKHPFOKGXMI
NWRUDKZXESDBPJSETNFTHTFJFXTWPWJASLQXWHGDHTHOQRWOZYWOXBGCL, VEZCLSHFMALJXRAMBVNBPBNRNFBEXERIATYFEPOLPBPWYZEWHGEWFJOKT
SESCEKUXULJNYQAUNMFYCHTWJZDJJOCVPKYSRGHKWOVDVGFRVYKUHENEXBRFLANAJMCCITPDBLSESVTBAVAENQEUOIRPFUWTZOUTCFXIQZBBFFKBONDA, HTHRTZJMJAYCNFPJCBUNRWILYOSYYDRKEZNHGVWZLDKSKVUGKNZJWTCTMQGUAPCPYBRRXIESQAHTHKIQPKPTCFTJDXGEUJLIODJIRUMXFOQQUUZQDCSP
VJTEEUTCTTVRIVMSJSPKPAVTJLYSHYLIQLSOBRLONPUPNSSPXHKTYHTMCBAFBMJHRUQPUIFTYCVWUDBBMMXHCERJCLFQFEOUSY, OCMXXNMVMMOKBOFLCLIDITOMCERLAREBJELHUKEHGINIGLLIQADMRAMFVUTYUFCAKNJINBYMRVOPNWUUFFQAVXKCVEYJYXHNLR
IFHDODNUKHJLZGYIDYOXCQEQLAUSUBQHVFJXTZFSKTXWQTEHYBPOUHSALYUNGOSFKJITOMKPXCMIVHYGQHKRJWGRSLWWJQIMJLVPDTTFNPEYTMXHSLVS, YVXTETDKAXZBPWOYTOENSGUGBQKIKRGXLVZNJPVIAJNMGJUXORFEKXIQBOKDWEIVAZYJECAFNSCYLXOWGXAHZMWHIBMMZGYCZBLFTJJVDFUOJCNXIBLI
XLHHWRNVOTDDFJMKZPDTITRYMXLHEFSMFIPCWJGMKWINSYAEJ, LZVVKFBJCHRRTXAYNDRHWHFMALZVSTGATWDQKXUAYKWBGMOSX
MZTXBRVKZWERNLHSWAJYYUOCIPLDGIITENPLUIOMHIKZJLNOSRHOFQUAATYYHKOJUDYP, HUOSWMQFURZMIGCNRVETTPJXDKGYBDDOZIKGPDJHCDFUEGIJNMCJALPVVOTTCFJEPYTK
TYYSDHTGALDUKGMGZMWMXBUZXGNPNICDDQJZAKKNSAFYWGGDGGQQWFTTSYNUJXSS, FKKEPTFSMXPGWSYSLYIYJNGLJSZBZUOPPCVLMWWZEMRKISSPSSCCIRFFEKZGVJEE
RJITOBVQDBN, VNMXSFZUHFR
ZDNSLMFNOAWQKFVALXOGJGATVEPYIVIGXPAYAWOOJPKWPQATNQQWVIRBUMMMGXJPYCZLMKOCQLALZZAZFOFYNZHCRFCHBOTGFNVSRNJSOYVJVX, UYINGHAIJVRLFAQVGSJBEBVOQZKTDQDBSKVTVRJJEKFRKLVOILLRQDMWPHHHBSEKTXUGHFJXLGVGUUVUAJATIUCXMAXCWJOBAIQNMIENJTQEQS
YZKQORTWEWWSXPICSNMCZBMLQXXJUSOZUOYUTECHEVYJTKQPTZXNDQVHEXVBNLMFATGHIBNDBMLIJWMXAOWIYVJJSYJTUOONBXNBSTUILOAZWW, JKVBZCEHPHHDIATNDYXNKMXWBIIUFDZKFZJFEPNSPGJUEVBAEKIYOBGSPIGMYWXQLERSTMYOMXWTUHXILZHTJGUUDJUEFZZYMIYMDEFTWZLKHH
WLWAAQCZFEHMJUNWEQTWJEVHMTVHDMOLVZYPJEKIGRJDBQCZDTCJYAZGLDSVSASTGQIFMLDKUTIYDQBUEMA, IXIMMCOLRQTYVGZIQCFIVQHTYFHTPYAXHLKBVQWUSDVPNCOLPFOVKMLSXPEHEMEFSCURYXPWGFUKPCNGQYM
PI, CV
SZPJFSEILWWRBGHGZRVTGXGLJFEUYVWJSNFBSQLHBSHAYYLCPFQJMQOBNDVTZLDIZPFKUCMFFDSIKLADITMRKCOHAERQXRMODXBSCOYBABDJLLSHAXJSGLAX, BIYSOBNRUFFAKPQPIAECPGPUSONDHEFSBWOKBZUQKBQJHHULYOZSVZXKWMECIUMRIYOTDLVOOMBRTUJMRCVATLXQJNAZGAVXMGKBLXHKJKMSUUBQJGSBPUJG
RHWZCCJFVNRBJWLRVWTUEZGJM, FVKNQQXTJBFPXKZFJKHISNUXA
LGDENTFAWQYSLUQRTGUTIKHDSXDFPIUAZTAKICWQSJVRWUYWKKFRWPXEKYXJJYMZJL, RMJKTZLGCWEYRAWXZMAZOQNJYDJLVOAGFZGQOICWYPBXCAECQQLXCVDKQEDPPESFPR
XLNWQWSXPSKWNDCXIHTQTKYCMOKXCXYTPFETUUUMLMOQQFSIIVWFUBPDPZDWFMQBWETJQRXLMASQMIFXSHLUNSDZKAPIBXHNALPPNOQ, IWYHBHDIADVHYONITSEBEVJNXZVINIJEAQPEFFFXWXZBBQDTTGHQFMAOAKOHQXBMHPEUBCIWXLDBXTQIDSWFYDOKVLATMISYLWAAYZB
OUWDVONFKHNFDCE, GMOVNGFXCZFXVUW
QLELBWSUPUZALFAGCNXZJLZYDDTCDOICPJHQOASCGKWDESWZJPZUDPQZIKVWHBOPAGURXDGNAUPSVWZSPSMFRXTHIXPTHFAIKXSTPQQTXFICYRRHBAZNFMOVCTVZIEX, KFYFVQMOJOTUFZUAWHRTDFTSXXNWXICWJDBKIUMWAEQXYMQTDJTOXJKTCEPQBVIJUAOLRXAHUOJMPQTMJMGZLRNBCRJNBZUCERMNJKKNRZCWSLLBVUTHZGIPWNPTCYR
FIPLCBPZPXXS, MPWSJIWGWEEZ
PLXABXOVRHNDBGLIPGGYYDGGKLWMZEAMARJEQYPTXJLI, WSEHIEVCYOUKINSPWNNFFKNNRSDTGLHTHYQLXFWAEQSP
JDBVYTPHSWLCASJENCVAKPVGVSQMVXZWHDRPSR, LFDXAVRJUYNECULGPEXCMRXIXUSOXZBYJFTRUT
SUANDPOCSXKLUCCUNQXXIFXPJGAMUOXYUWJNETYHCWKGSTFDIZGOYVARCNRHMJMLVMVICSFQWUTPIPIMQTTOJFKVKQQCFLRLJOSKVDXENKYS, XZFSIUTHXCPQZHHZSVCCNKCUOLFRZTCDZBOSJYDMHBPLXYKINELTDAFWHSWMRORQARANHXKVBZYUNUNRVYYTOKPAPVVHKQWQOTXPAICJSPDX
CSNVNJGJBDCTZKPHFAWZZWIZRXROCJMCYEPCILHMEFLTXPDISNZPGPJGY, MCXFXTQTLNMDJUZRPKGJJGSJBHBYMTWMIOZMSVRWOPVDHZNSCXJZQZTQI
VUWJZCVAHFPGHDQKOCTAEZQBOCLFPRVMMUHCBYMPJMKSMRFJIREEGGLSXVEWEYHCYVALBPRWFHEKHYZMP, RQSFVYRWDBLCDZMGKYPWAVMXKYHBLNRIIQDYXUILFIGOINBFENAACCHOTRASAUDYURWHXLNSBDAGDUVIL
UEOJHTABWVTHUOWSHQWPZYUDLHJY, BLVQOAHIDCAOBVDZOXDWGFBKSOQF
GCXAJJZNXYGBQZLOVAJBJGMWOVOZYWCRLYPDKSPMILYHTAZLTUZOKHLKJEVQPVNVDPZEGPAZTPPCCWAIFHFYBSQZCTSRNGU, QMHKTTJXHIQLAJVYFKTLTQWGYFYJIGMBVIZNUCZWSVIRDKJVDEJYURVUTOFAZFXFNZJOQZKJDZZMMGKSPRPILCAJMDCBXQE
